,tradeDate,closeIndex,highestIndex,lowestIndex,turnoverVol,CHG,CHGPct
752,2009-03-31,2507.79,2507.9,2423.57,9546175200,23.3,0.009378
753,2009-04-01,2548.22,2566.54,2519.89,12630762500,40.43,0.016122
754,2009-04-02,2576.4,2599.25,2558.26,13514680600,28.18,0.011059
755,2009-04-03,2570.5,2612.37,2555.62,12365521600,-5.9,-0.00229
756,2009-04-07,2576.95,2597.06,2543.65,8608325700,6.45,0.002509
757,2009-04-08,2479.35,2573.09,2479.35,9932809400,-97.6,-0.037874
758,2009-04-09,2517.67,2517.74,2457.42,7459370300,38.32,0.015456
759,2009-04-10,2595.53,2595.6,2530.62,10414440800,77.86,0.030925
760,2009-04-13,2656.52,2668.28,2619.37,13901454100,60.99,0.023498
761,2009-04-14,2676.87,2682.91,2637.38,11049130400,20.35,0.00766
762,2009-04-15,2686.99,2690.64,2627.81,12066529200,10.12,0.003781
763,2009-04-16,2687.11,2706.63,2643.32,12372961300,0.12,4.5e-05
764,2009-04-17,2650.69,2693.29,2628.63,10152880800,-36.42,-0.013554
765,2009-04-20,2707.67,2708.45,2640.99,9590369400,56.98,0.021496
766,2009-04-21,2675.44,2697.72,2634.53,10818525200,-32.23,-0.011903
767,2009-04-22,2576.28,2713.31,2563.36,12404641300,-99.16,-0.037063
768,2009-04-23,2593.56,2604.16,2543.91,8088794200,17.28,0.006707
769,2009-04-24,2572.89,2609.87,2570.38,7336096900,-20.67,-0.00797
770,2009-04-27,2513.29,2576.52,2499.44,7203939000,-59.6,-0.023165
771,2009-04-28,2518.53,2531.54,2485.8,5926498300,5.24,0.002085
772,2009-04-29,2605.37,2615.81,2514.14,8188500600,86.84,0.03448
773,2009-04-30,2622.93,2640.02,2604.45,8580934800,17.56,0.00674
774,2009-05-04,2714.3,2715.19,2632.3,10291656500,91.37,0.034835
775,2009-05-05,2727.01,2751.25,2713.23,10231372200,12.71,0.004683
776,2009-05-06,2764.98,2771.21,2713.54,10580665000,37.97,0.013924
777,2009-05-07,2767.08,2797.47,2731.8,12210116100,2.1,0.000759
778,2009-05-08,2789.22,2800.22,2733.33,10672498800,22.14,0.008001
779,2009-05-11,2725.32,2839.61,2725.27,12536445200,-63.9,-0.02291
780,2009-05-12,2788.56,2788.61,2699.95,8869594200,63.24,0.023205
781,2009-05-13,2814.01,2822.71,2775.57,10711285600,25.45,0.009127
782,2009-05-14,2792.6,2804.48,2757.55,8263932900,-21.41,-0.007608
783,2009-05-15,2796.12,2815.46,2773.32,6493143100,3.52,0.00126
784,2009-05-18,2810.57,2813.76,2740.92,7483578600,14.45,0.005168
785,2009-05-19,2840.08,2849.63,2821.95,9770361700,29.51,0.0105
786,2009-05-20,2812.87,2849.64,2812.6,8793921500,-27.21,-0.009581
787,2009-05-21,2750.01,2808.29,2735.77,8553539400,-62.86,-0.022347
788,2009-05-22,2740.68,2762.74,2719.12,6149901200,-9.33,-0.003393
789,2009-05-25,2752.72,2761.39,2675.29,7409167100,12.04,0.004393
790,2009-05-26,2719.76,2762.81,2718.56,7231601200,-32.96,-0.011974
791,2009-05-27,2759.71,2768.57,2715.82,6797664500,39.95,0.014689
792,2009-06-01,2858.34,2864.47,2798.93,10856488300,98.63,0.035739
793,2009-06-02,2865.1,2892.78,2855.06,10833839700,6.76,0.002365
794,2009-06-03,2939.39,2939.39,2864.71,11207331000,74.29,0.025929
795,2009-06-04,2953.75,2961.04,2899.67,13012771000,14.36,0.004885
796,2009-06-05,2939.31,2975.18,2937.18,10847632400,-14.44,-0.004889
797,2009-06-08,2948.48,2978.23,2912.49,9611636600,9.17,0.00312
798,2009-06-09,2960.56,2960.9,2892.72,9198988600,12.08,0.004097
799,2009-06-10,2989.6,2995.7,2966.59,10179003900,29.04,0.009809
800,2009-06-11,2961.63,3000.86,2951.27,8711599700,-27.97,-0.009356
801,2009-06-12,2906.29,2976.86,2883.32,8006706700,-55.34,-0.018686
802,2009-06-15,2966.19,2967.1,2898.07,7435209000,59.9,0.02061
803,2009-06-16,2961.22,2979.41,2929.04,7017924200,-4.97,-0.001676
804,2009-06-17,3010.59,3017.41,2930.49,7729311800,49.37,0.016672
805,2009-06-18,3057.43,3061.75,3014.44,9628131600,46.84,0.015558
806,2009-06-19,3080.0,3086.72,3047.27,10251806900,22.57,0.007382
807,2009-06-22,3082.56,3116.16,3072.53,10395258300,2.56,0.000831
808,2009-06-23,3083.9,3128.53,3028.45,11150673400,1.34,0.000435
809,2009-06-24,3120.73,3121.21,3068.24,10942431300,36.83,0.011943
810,2009-06-25,3117.92,3141.17,3103.87,8280688700,-2.81,-0.0009
811,2009-06-26,3128.42,3137.08,3109.32,7050090800,10.5,0.003368
812,2009-06-29,3179.97,3182.42,3122.16,8499707500,51.55,0.016478
813,2009-06-30,3166.47,3195.72,3159.63,8678234700,-13.5,-0.004245
814,2009-07-01,3237.9,3238.79,3150.65,9695056500,71.43,0.022558
815,2009-07-02,3282.36,3285.09,3247.57,11298929400,44.46,0.013731
816,2009-07-03,3327.14,3327.67,3249.11,10573259200,44.78,0.013643
817,2009-07-06,3374.75,3378.06,3333.1,13526404900,47.61,0.01431
818,2009-07-07,3340.49,3393.22,3327.35,12960079900,-34.26,-0.010152
819,2009-07-08,3352.27,3368.07,3261.32,11386759200,11.78,0.003526
820,2009-07-09,3396.3,3396.48,3334.68,11308152300,44.03,0.013134
821,2009-07-10,3398.31,3428.03,3375.97,10617491200,2.01,0.000592
822,2009-07-13,3361.01,3403.74,3358.52,9961965100,-37.3,-0.010976
823,2009-07-14,3454.75,3454.75,3375.87,10752042500,93.74,0.02789
824,2009-07-15,3493.31,3497.51,3467.13,13348300200,38.56,0.011161
825,2009-07-16,3501.24,3543.02,3489.56,12931332900,7.93,0.00227
826,2009-07-17,3519.81,3527.47,3482.87,10654970400,18.57,0.005304
827,2009-07-20,3591.12,3594.87,3515.53,13646853900,71.31,0.02026
828,2009-07-21,3539.83,3610.33,3533.16,13060096100,-51.29,-0.014282
829,2009-07-22,3606.92,3607.37,3532.38,11523854600,67.09,0.018953
830,2009-07-23,3651.97,3653.84,3596.36,11638160900,45.05,0.01249
831,2009-07-24,3667.56,3687.49,3591.88,12797935200,15.59,0.004269
832,2009-07-27,3743.63,3744.24,3669.51,13880804000,76.07,0.020741
833,2009-07-28,3755.82,3756.78,3705.05,14626788500,12.19,0.003256
834,2009-07-29,3558.51,3765.59,3453.64,16740612600,-197.31,-0.052534
835,2009-07-30,3634.82,3656.92,3511.29,13496887900,76.31,0.021444
836,2009-07-31,3734.62,3735.8,3635.55,13223983400,99.8,0.027457
837,2009-08-03,3787.03,3789.94,3716.57,13641589900,52.41,0.014034
838,2009-08-04,3786.62,3803.06,3712.43,14103573900,-0.41,-0.000108
839,2009-08-05,3740.94,3789.13,3691.98,13344445300,-45.68,-0.012064
840,2009-08-06,3663.12,3739.58,3602.58,11810152500,-77.82,-0.020802
841,2009-08-07,3555.1,3686.54,3539.7,10057575100,-108.02,-0.029489
842,2009-08-10,3544.54,3613.46,3485.36,8487068100,-10.56,-0.00297
843,2009-08-11,3556.38,3569.15,3509.72,6449719700,11.84,0.00334
844,2009-08-12,3397.4,3546.5,3390.36,9253538600,-158.98,-0.044703
845,2009-08-13,3440.82,3448.86,3338.85,8708180000,43.42,0.01278
846,2009-08-14,3344.46,3454.95,3334.73,8824862700,-96.36,-0.028005
847,2009-08-17,3140.27,3319.8,3137.48,9172390200,-204.19,-0.061053
848,2009-08-18,3171.99,3186.82,3083.2,7734303500,31.72,0.010101
849,2009-08-19,3014.57,3183.01,2982.22,8160402000,-157.42,-0.049628
850,2009-08-20,3144.39,3146.57,3021.25,7951921600,129.82,0.043064
851,2009-08-21,3203.62,3221.17,3113.7,8661680500,59.23,0.018837
852,2009-08-24,3229.6,3241.52,3178.86,8041406800,25.98,0.00811
853,2009-08-25,3109.83,3210.85,3019.12,9753013900,-119.77,-0.037085
854,2009-08-26,3172.39,3203.79,3065.46,8203640400,62.56,0.020117
855,2009-08-27,3156.3,3212.27,3116.89,8012520100,-16.09,-0.005072
856,2009-08-28,3046.78,3168.19,3030.73,8401794600,-109.52,-0.034699
857,2009-08-31,2830.27,3003.54,2825.77,8451731100,-216.51,-0.071062
858,2009-09-01,2843.7,2901.28,2795.49,7053530600,13.43,0.004745
859,2009-09-02,2890.93,2904.79,2813.62,6084338600,47.23,0.016609
860,2009-09-03,3051.96,3059.99,2892.65,9315744700,161.03,0.055702
861,2009-09-04,3077.14,3099.39,3038.99,8698471500,25.18,0.00825
862,2009-09-07,3104.21,3153.23,3078.13,8279074000,27.07,0.008797
863,2009-09-08,3170.97,3170.97,3047.3,8396563400,66.76,0.021506
864,2009-09-09,3194.91,3207.39,3143.74,9119115500,23.94,0.00755
865,2009-09-10,3162.91,3204.12,3150.17,6656600700,-32.0,-0.010016
866,2009-09-11,3238.13,3253.45,3152.69,8068966000,75.22,0.023782
867,2009-09-14,3293.39,3298.91,3240.53,8739388300,55.26,0.017065
868,2009-09-15,3302.64,3325.74,3264.95,8709217700,9.25,0.002809
869,2009-09-16,3258.24,3296.94,3212.45,8824448100,-44.4,-0.013444
870,2009-09-17,3320.1,3329.12,3274.58,9133340400,61.86,0.018986
871,2009-09-18,3199.69,3330.43,3170.96,10048840400,-120.41,-0.036267
872,2009-09-21,3208.6,3210.64,3090.61,7280197400,8.91,0.002785
873,2009-09-22,3131.03,3237.22,3131.02,7342510100,-77.57,-0.024176
874,2009-09-23,3060.07,3159.17,3041.42,6601371600,-70.96,-0.022663
875,2009-09-24,3080.93,3122.06,2989.24,6515210200,20.86,0.006817
876,2009-09-25,3058.53,3090.07,3028.41,4582049200,-22.4,-0.007271
877,2009-09-28,2972.64,3088.08,2959.74,4191835200,-85.89,-0.028082
878,2009-09-29,2972.29,2998.55,2923.93,4593235200,-0.35,-0.000118
879,2009-09-30,3004.81,3033.74,2988.29,4218452400,32.52,0.010941
880,2009-10-09,3163.71,3164.03,3071.27,5687104000,158.9,0.052882
881,2009-10-12,3151.63,3193.59,3151.26,5896196000,-12.08,-0.003818
882,2009-10-13,3198.52,3199.92,3140.5,5071370400,46.89,0.014878
883,2009-10-14,3227.4,3276.55,3204.31,8097812000,28.88,0.009029
884,2009-10-15,3239.64,3287.63,3227.09,6056201000,12.24,0.003793
885,2009-10-16,3241.71,3268.43,3188.43,5563625500,2.07,0.000639
886,2009-10-19,3329.16,3330.79,3231.81,7768314300,87.45,0.026977
887,2009-10-20,3377.57,3379.63,3343.02,8942627800,48.41,0.014541
888,2009-10-21,3369.29,3414.66,3358.55,8348894000,-8.28,-0.002451
889,2009-10-22,3347.32,3381.15,3341.42,6093658300,-21.97,-0.006521
890,2009-10-23,3413.25,3436.39,3354.98,8672542900,65.93,0.019696
891,2009-10-26,3414.24,3432.9,3385.44,6844252400,0.99,0.00029
892,2009-10-27,3314.72,3392.1,3314.32,7420955100,-99.52,-0.029149
893,2009-10-28,3329.33,3337.17,3258.27,6259484900,14.61,0.004408
894,2009-10-29,3247.05,3291.18,3239.01,6130535400,-82.28,-0.024714
895,2009-10-30,3280.37,3329.54,3276.32,6064706200,33.32,0.010262
896,2009-11-02,3392.8,3394.72,3198.31,8198115800,112.43,0.034274
897,2009-11-03,3435.43,3447.48,3397.26,8379109800,42.63,0.012565
898,2009-11-04,3453.89,3476.34,3415.22,8606527300,18.46,0.005373
899,2009-11-05,3464.32,3471.83,3432.26,8064778400,10.43,0.00302
900,2009-11-06,3483.02,3506.03,3474.36,9219031500,18.7,0.005398
901,2009-11-09,3495.79,3495.89,3452.61,7805090400,12.77,0.003666
902,2009-11-10,3503.78,3532.19,3501.5,8430098700,7.99,0.002286
903,2009-11-11,3495.67,3514.83,3468.86,7262632100,-8.11,-0.002315
904,2009-11-12,3499.99,3529.06,3487.68,7996266100,4.32,0.001236
905,2009-11-13,3518.72,3518.89,3445.36,9121017100,18.73,0.005351
906,2009-11-16,3625.8,3625.89,3541.05,12315732300,107.08,0.030432
907,2009-11-17,3628.35,3649.42,3619.99,9739136800,2.55,0.000703
908,2009-11-18,3630.23,3652.81,3612.79,8922628300,1.88,0.000518
909,2009-11-19,3642.44,3653.9,3604.61,9494009500,12.21,0.003363
910,2009-11-20,3631.01,3658.21,3597.31,9475075100,-11.43,-0.003138
911,2009-11-23,3665.51,3666.27,3628.2,9399094100,34.5,0.009501
912,2009-11-24,3548.08,3698.13,3538.86,14756682200,-117.43,-0.032036
913,2009-11-25,3629.63,3630.3,3508.06,11460232900,81.55,0.022984
914,2009-11-26,3485.77,3646.61,3472.95,12788237900,-143.86,-0.039635
915,2009-11-27,3382.51,3480.93,3367.29,8929468800,-103.26,-0.029623
916,2009-11-30,3511.67,3511.77,3415.08,8441534100,129.16,0.038185
917,2009-12-01,3560.83,3566.78,3485.52,10151863900,49.16,0.013999
918,2009-12-02,3597.33,3607.56,3570.29,9805203300,36.5,0.01025
919,2009-12-03,3590.88,3603.12,3551.48,8997857200,-6.45,-0.001793
920,2009-12-04,3643.49,3646.26,3530.06,13413090100,52.61,0.014651
921,2009-12-07,3668.83,3672.8,3633.45,9122554600,25.34,0.006955
922,2009-12-08,3624.02,3671.04,3590.94,8294086400,-44.81,-0.012214
923,2009-12-09,3554.48,3603.7,3543.42,6852150700,-69.54,-0.019189
924,2009-12-10,3577.24,3601.29,3544.9,5756373800,22.76,0.006403
925,2009-12-11,3575.02,3614.95,3568.51,5455091200,-2.22,-0.000621
926,2009-12-14,3612.75,3623.27,3495.64,8378502100,37.73,0.010554
927,2009-12-15,3583.34,3620.32,3578.28,6918649300,-29.41,-0.008141
928,2009-12-16,3560.72,3610.69,3550.67,5696391200,-22.62,-0.006313
929,2009-12-17,3480.15,3582.44,3475.84,6328620100,-80.57,-0.022627
930,2009-12-18,3391.74,3453.35,3385.68,6611101500,-88.41,-0.025404
931,2009-12-21,3396.62,3404.64,3354.65,4832980500,4.88,0.001439
932,2009-12-22,3305.54,3404.75,3296.77,5394268500,-91.08,-0.026815
933,2009-12-23,3336.48,3342.99,3296.29,4806450400,30.94,0.00936
934,2009-12-24,3438.82,3445.7,3339.3,6437782300,102.34,0.030673
935,2009-12-25,3424.78,3441.96,3410.67,4691457600,-14.04,-0.004083
936,2009-12-28,3478.43,3489.57,3432.82,5537539000,53.65,0.015665
937,2009-12-29,3500.74,3501.25,3451.18,5553576500,22.31,0.006414
938,2009-12-30,3558.86,3561.44,3498.38,8842937000,58.12,0.016602
939,2009-12-31,3575.68,3579.52,3542.38,6924189000,16.82,0.004726
940,2010-01-04,3535.23,3597.75,3535.23,6610108000,-40.45,-0.011313
941,2010-01-05,3564.04,3577.53,3497.66,8580964100,28.81,0.008149
942,2010-01-06,3541.73,3588.83,3541.17,7847312500,-22.31,-0.00626
943,2010-01-07,3471.46,3558.56,3452.77,8035003700,-70.27,-0.019841
944,2010-01-08,3480.13,3482.08,3426.7,6079025300,8.67,0.002498
945,2010-01-11,3482.05,3594.53,3465.32,8998017200,1.92,0.000552
946,2010-01-12,3534.92,3535.41,3437.66,9374327800,52.87,0.015184
947,2010-01-13,3421.14,3490.11,3415.69,11245790100,-113.78,-0.032187
948,2010-01-14,3469.05,3470.32,3411.81,8335325200,47.91,0.014004
949,2010-01-15,3482.74,3500.07,3448.66,7254310200,13.69,0.003946
950,2010-01-18,3500.68,3501.26,3458.04,8285430700,17.94,0.005151
951,2010-01-19,3507.48,3528.39,3497.09,7488323200,6.8,0.001942
952,2010-01-20,3394.43,3515.45,3387.82,9249514600,-113.05,-0.032231
953,2010-01-21,3408.57,3425.18,3364.72,7059506800,14.14,0.004166
954,2010-01-22,3366.2,3390.8,3293.19,8893340400,-42.37,-0.01243
955,2010-01-25,3328.01,3372.43,3326.27,5684917100,-38.19,-0.011345
956,2010-01-26,3242.8,3341.2,3222.14,6175223100,-85.21,-0.025604
957,2010-01-27,3198.57,3255.12,3183.37,5269139400,-44.23,-0.013639
958,2010-01-28,3206.57,3220.31,3168.46,4699071600,8.0,0.002501
959,2010-01-29,3204.16,3249.46,3176.92,5026261300,-2.41,-0.000752
960,2010-02-01,3152.71,3198.31,3116.44,5700138000,-51.45,-0.016057
961,2010-02-02,3146.19,3211.94,3143.09,5013003300,-6.52,-0.002068
962,2010-02-03,3230.72,3231.1,3094.57,6479889400,84.53,0.026867
963,2010-02-04,3218.8,3242.52,3190.44,5897272600,-11.92,-0.00369
964,2010-02-05,3153.09,3177.42,3129.92,5910584500,-65.71,-0.020414
965,2010-02-08,3150.99,3172.31,3133.81,3735595100,-2.1,-0.000666
966,2010-02-09,3169.19,3178.95,3144.48,3595315800,18.2,0.005776
967,2010-02-10,3214.13,3214.46,3182.83,3421989400,44.94,0.01418
968,2010-02-11,3220.4,3238.35,3207.17,3579105200,6.27,0.001951
969,2010-02-12,3251.28,3253.2,3228.74,3405823800,30.88,0.009589
970,2010-02-22,3233.35,3261.95,3232.78,3828377200,-17.93,-0.005515
971,2010-02-23,3198.63,3225.39,3152.93,4274289800,-34.72,-0.010738
972,2010-02-24,3244.48,3244.82,3165.13,4998943700,45.85,0.014334
973,2010-02-25,3292.13,3294.14,3249.33,6758661700,47.65,0.014686
974,2010-02-26,3281.67,3301.15,3273.69,5210728800,-10.46,-0.003177
975,2010-03-01,3324.42,3330.38,3287.56,6050452000,42.75,0.013027
976,2010-03-02,3311.24,3339.89,3299.69,5703437400,-13.18,-0.003965
977,2010-03-03,3335.08,3335.65,3293.92,6062273200,23.84,0.0072
978,2010-03-04,3250.57,3345.91,3244.98,6934681000,-84.51,-0.02534
979,2010-03-05,3259.76,3276.4,3239.68,4562913800,9.19,0.002827
980,2010-03-08,3286.18,3293.93,3258.03,4154087600,26.42,0.008105
981,2010-03-09,3305.86,3322.51,3255.98,5419948600,19.68,0.005989
982,2010-03-10,3279.69,3321.08,3267.76,4642107900,-26.17,-0.007916
983,2010-03-11,3276.71,3303.49,3251.7,4748775400,-2.98,-0.000909
984,2010-03-12,3233.13,3284.26,3232.12,3995734400,-43.58,-0.0133
985,2010-03-15,3183.18,3234.82,3171.8,3784430400,-49.95,-0.015449
986,2010-03-16,3203.97,3204.29,3169.1,3084778000,20.79,0.006531
987,2010-03-17,3273.92,3274.0,3207.27,4580093400,69.95,0.021832
988,2010-03-18,3267.56,3295.37,3256.59,4694801300,-6.36,-0.001943
989,2010-03-19,3293.87,3296.41,3251.14,4606218700,26.31,0.008052
990,2010-03-22,3302.63,3313.92,3288.51,4943946200,8.76,0.002659
991,2010-03-23,3275.57,3309.12,3272.92,4653953600,-27.06,-0.008193
992,2010-03-24,3276.67,3298.54,3271.03,4454796600,1.1,0.000336
993,2010-03-25,3229.13,3270.39,3222.82,4498428500,-47.54,-0.014509
994,2010-03-26,3275.0,3285.39,3220.59,4744496500,45.87,0.014205
995,2010-03-29,3358.54,3363.61,3293.67,8472491000,83.54,0.025508
996,2010-03-30,3366.71,3372.27,3350.31,5643698000,8.17,0.002433
997,2010-03-31,3345.61,3369.9,3338.75,5312428700,-21.1,-0.006267
998,2010-04-01,3391.94,3392.48,3349.88,6777266900,46.33,0.013848
999,2010-04-02,3407.35,3412.2,3391.81,6907345200,15.41,0.004543
1000,2010-04-06,3405.15,3436.29,3386.89,6519171000,-2.2,-0.000646
1001,2010-04-07,3386.95,3404.58,3369.02,5401122800,-18.2,-0.005345
1002,2010-04-08,3346.74,3381.31,3336.16,6218532200,-40.21,-0.011872
1003,2010-04-09,3379.17,3379.4,3342.47,5128056700,32.43,0.00969
1004,2010-04-12,3351.48,3393.56,3330.3,7456515000,-27.69,-0.008194
1005,2010-04-13,3391.72,3401.71,3324.05,7990769500,40.24,0.012007
1006,2010-04-14,3403.71,3404.52,3377.44,6030613100,11.99,0.003535
1007,2010-04-15,3394.57,3412.94,3365.88,6105168500,-9.14,-0.002685
1008,2010-04-16,3356.33,3388.29,3348.78,4714036800,-38.24,-0.011265
1009,2010-04-19,3176.42,3313.5,3175.44,8841630000,-179.91,-0.053603
1010,2010-04-20,3173.37,3196.65,3130.96,6413785900,-3.05,-0.00096
1011,2010-04-21,3236.68,3237.54,3164.77,6692833100,63.31,0.01995
1012,2010-04-22,3201.54,3231.99,3177.73,7108168800,-35.14,-0.010857
1013,2010-04-23,3190.0,3224.74,3172.58,6125267900,-11.54,-0.003605
1014,2010-04-26,3172.0,3207.72,3168.37,5089419900,-18.0,-0.005643
1015,2010-04-27,3108.41,3163.1,3060.85,6529657400,-63.59,-0.020047
1016,2010-04-28,3097.35,3122.12,3062.09,4599540600,-11.06,-0.003558
1017,2010-04-29,3060.06,3130.7,3059.8,4826097100,-37.29,-0.012039
1018,2010-04-30,3067.37,3068.13,3014.07,5447788100,7.31,0.002389
1019,2010-05-04,3019.45,3056.08,2994.92,4124861000,-47.92,-0.015623
1020,2010-05-05,3036.39,3036.87,2943.36,5967044100,16.94,0.00561
1021,2010-05-06,2896.86,3014.91,2895.39,5877041300,-139.53,-0.045953
1022,2010-05-07,2836.79,2892.53,2817.15,6111939900,-60.07,-0.020736
1023,2010-05-10,2858.23,2872.31,2798.52,5020917300,21.44,0.007558
1024,2010-05-11,2800.82,2922.13,2790.7,5836349000,-57.41,-0.020086
1025,2010-05-12,2818.16,2832.15,2756.42,5300227100,17.34,0.006191
1026,2010-05-13,2886.91,2886.97,2811.66,5514577800,68.75,0.024395
1027,2010-05-14,2868.02,2888.09,2849.24,4249871900,-18.89,-0.006543
1028,2010-05-17,2714.72,2828.88,2712.44,5216684700,-153.3,-0.053452
1029,2010-05-18,2771.35,2781.85,2686.97,5450967100,56.63,0.02086
1030,2010-05-19,2762.17,2803.7,2723.3,4557622100,-9.18,-0.003312
1031,2010-05-20,2726.02,2793.88,2721.07,4217480300,-36.15,-0.013088
1032,2010-05-21,2768.79,2769.09,2647.6,5447538300,42.77,0.01569
1033,2010-05-24,2873.47,2886.37,2787.75,7450233800,104.68,0.037807
1034,2010-05-25,2813.94,2855.33,2798.02,5516832700,-59.53,-0.020717
1035,2010-05-26,2813.94,2839.03,2797.63,3985856400,0.0,0.0
1036,2010-05-27,2859.98,2866.87,2771.59,5344520900,46.04,0.016361
1037,2010-05-28,2850.3,2893.69,2835.07,5153498900,-9.68,-0.003385
1038,2010-05-31,2773.26,2857.42,2772.79,4621685400,-77.04,-0.027029
1039,2010-06-01,2744.16,2782.29,2710.59,4485142600,-29.1,-0.010493
1040,2010-06-02,2757.53,2757.91,2700.08,3958702000,13.37,0.004872
1041,2010-06-03,2736.08,2787.51,2735.7,3958725800,-21.45,-0.007779
1042,2010-06-04,2744.39,2748.48,2713.1,3274629100,8.31,0.003037
1043,2010-06-07,2695.72,2716.4,2673.34,3954199300,-48.67,-0.017734
1044,2010-06-08,2699.34,2720.59,2672.06,3514018200,3.62,0.001343
1045,2010-06-09,2782.13,2787.83,2687.33,6020953300,82.79,0.03067
1046,2010-06-10,2750.02,2776.26,2746.11,4290633400,-32.11,-0.011542
1047,2010-06-11,2758.87,2782.1,2755.95,4055858500,8.85,0.003218
1048,2010-06-17,2742.73,2784.92,2742.64,3261235600,-16.14,-0.00585
1049,2010-06-18,2696.17,2755.84,2686.61,4180834400,-46.56,-0.016976
1050,2010-06-21,2780.66,2784.47,2686.32,5526148200,84.49,0.031337
1051,2010-06-22,2783.72,2795.32,2766.44,3909605200,3.06,0.0011
1052,2010-06-23,2758.5,2788.22,2734.05,3560035000,-25.22,-0.00906
1053,2010-06-24,2757.5,2783.51,2739.81,2922068200,-1.0,-0.000363
1054,2010-06-25,2736.29,2759.45,2715.66,3067178200,-21.21,-0.007692
1055,2010-06-28,2716.78,2751.46,2710.09,2771004400,-19.51,-0.00713
1056,2010-06-29,2592.02,2724.23,2591.69,4875855200,-124.76,-0.045922
1057,2010-06-30,2563.07,2575.82,2546.84,3569879400,-28.95,-0.011169
1058,2010-07-01,2526.07,2574.1,2524.57,3285764600,-37.0,-0.014436
1059,2010-07-02,2534.11,2542.12,2462.2,4491410000,8.04,0.003183
1060,2010-07-05,2512.65,2529.43,2476.49,3217857400,-21.46,-0.008468
1061,2010-07-06,2562.9,2563.41,2502.93,3971476200,50.25,0.019999
1062,2010-07-07,2580.48,2580.61,2548.56,3572090900,17.58,0.006859
1063,2010-07-08,2575.92,2602.23,2564.64,3405696600,-4.56,-0.001767
1064,2010-07-09,2647.1,2662.16,2557.26,5849304500,71.18,0.027633
1065,2010-07-12,2676.22,2689.81,2636.65,5846249100,29.12,0.011001
1066,2010-07-13,2634.59,2649.66,2618.34,4322850600,-41.63,-0.015556
1067,2010-07-14,2653.61,2684.62,2640.54,4668886000,19.02,0.007219
1068,2010-07-15,2608.52,2680.44,2607.79,4044045900,-45.09,-0.016992
1069,2010-07-16,2616.13,2621.33,2573.79,3506330200,7.61,0.002917
1070,2010-07-19,2682.47,2691.94,2585.01,5386807000,66.34,0.025358
1071,2010-07-20,2741.5,2746.24,2685.46,7312834500,59.03,0.022006
1072,2010-07-21,2747.34,2766.21,2733.72,7075709200,5.84,0.00213
1073,2010-07-22,2781.29,2783.14,2734.07,6106480600,33.95,0.012357
1074,2010-07-23,2793.08,2806.98,2769.44,6451856500,11.79,0.004239
1075,2010-07-26,2811.06,2811.95,2775.78,5358002600,17.98,0.006437
1076,2010-07-27,2795.72,2812.21,2785.37,4979988400,-15.34,-0.005457
1077,2010-07-28,2863.72,2866.4,2784.16,7998595400,68.0,0.024323
1078,2010-07-29,2877.98,2888.6,2852.0,9596540900,14.26,0.00498
1079,2010-07-30,2868.85,2876.14,2844.68,6257559100,-9.13,-0.003172
1080,2010-08-02,2917.28,2922.61,2867.45,7174330000,48.43,0.016881
1081,2010-08-03,2865.97,2929.61,2865.76,8174836400,-51.31,-0.017588
1082,2010-08-04,2876.43,2876.6,2818.25,7131803900,10.46,0.00365
1083,2010-08-05,2850.83,2877.31,2833.67,6715758100,-25.6,-0.0089
1084,2010-08-06,2897.66,2898.53,2821.03,7491489500,46.83,0.016427
1085,2010-08-09,2918.24,2922.62,2888.05,7472639100,20.58,0.007102
1086,2010-08-10,2832.64,2925.3,2832.08,7843503400,-85.6,-0.029333
1087,2010-08-11,2850.21,2864.36,2823.15,5497913300,17.57,0.006203
1088,2010-08-12,2816.39,2860.37,2810.1,5989322700,-33.82,-0.011866
1089,2010-08-13,2855.55,2856.04,2799.22,5850772100,39.16,0.013904
1090,2010-08-16,2922.08,2927.69,2843.02,8106804300,66.53,0.023298
1091,2010-08-17,2942.29,2949.73,2917.83,7645291200,20.21,0.006916
1092,2010-08-18,2937.36,2962.75,2924.67,7074760000,-4.93,-0.001676
1093,2010-08-19,2955.4,2975.19,2928.01,7692486500,18.04,0.006142
1094,2010-08-20,2898.33,2951.96,2892.64,7166330600,-57.07,-0.01931
1095,2010-08-23,2896.19,2920.54,2886.66,4891551700,-2.14,-0.000738
1096,2010-08-24,2911.83,2933.12,2866.8,6109379600,15.64,0.0054
1097,2010-08-25,2843.02,2904.66,2842.25,6361062100,-68.81,-0.023631
1098,2010-08-26,2850.09,2868.88,2836.13,4867044200,7.07,0.002487
1099,2010-08-27,2858.57,2861.07,2833.42,4078958200,8.48,0.002975
1100,2010-08-30,2915.01,2921.09,2872.92,6574988200,56.44,0.019744
1101,2010-08-31,2903.19,2910.06,2889.81,6576610400,-11.82,-0.004055
1102,2010-09-01,2884.04,2931.76,2859.17,7697557800,-19.15,-0.006596
1103,2010-09-02,2921.39,2931.55,2903.03,7070085100,37.35,0.012951
1104,2010-09-03,2920.21,2929.55,2891.88,7264102700,-1.18,-0.000404
1105,2010-09-06,2975.09,2980.42,2935.89,9385568100,54.88,0.018793
1106,2010-09-07,2983.11,2991.44,2959.9,7351936100,8.02,0.002696
1107,2010-09-08,2980.97,2982.72,2953.84,7287200200,-2.14,-0.000717
